一切	hVX OMS
誘因	lyB hVU
誘導	lyB GkS
誘發	lyB AZP
誠信	ZuQ QVS
誠實	ZuQ bVT
誠意	ZuQ hHe
誠懇	ZuQ ebR
誠然	ZuQ cgQ
誤導	gLC GkS
誦讀	RDC GAD
課堂	eli GqQ
課本	eli AaB
課程	eli LuQ
課餘	eli lJQ
談判	G3Q BcC
談話	G3Q jRi
諍友	StS kyN
諧謔	jQQ ipf
諧音	jQQ h1Y
諷喻	ABO lKi
諾言	HqT gZc
謀殺	DyM VeT
謀生	DyM VsQ
謀略	DyM IpT
謎底	DMC EMR
謙卑	e5Q AFE
講師	dEB VGQ
講座	dEB Pli
講授	dEB ZyC
講求	dEB fyM
講究	dEB dyO
講話	dEB jRi
講述	dEB bVj
謝幕	RoS DqD
謝意	RoS hHe
謝謝	RoS RoS
謹記	dYd dHe
證人	XwS cVQ
證件	XwS fgZ
證實	XwS bVT
證據	XwS dJe
證明	XwS DsI
證書	XwS aJQ
證物	XwS DXP
譜寫	ALB QoR
警報	dsZ AkC
警察	dsZ TeT
警惕	dsZ FvT
警署	dsZ ZJS
警訊	dsZ QVS
警鐘	dsZ XDA
譬喻	BFG lKi
譯本	luT AaB
議價	gFa dnS
議員	gFa kXs
議席	gFa RuT
議案	gFa hcS
譴責	egW StT
護士	jLC UHR
護理	jLC IHR
護膚	jLC AKM
護送	jLC QAC
讀書	GAD aJQ
讀本	GAD AaB
讀法	GAD A9P
讀者	GAD XoR
讀音	GAD h1Y
變動	AgK GAB
變化	AgK ini
變奏	AgK NzC
變幻	AgK jei
變形	AgK jvQ
變心	AgK Q1Q
變態	AgK FTS
變換	AgK jci
變法	AgK A9P
變異	AgK lHS
變色	AgK VwT
變賣	AgK DPC
變遷	AgK OgQ
變革	AgK dtT
讓座	cpS Pli
豁免	icj DgJ
豁然	icj cgQ
豆漿	GzC NpQ
豆瓣	GzC CeC
豆腐	GzC CKN
豆蔻	GzC izC
豆豉	GzC ZFS
豆類	GzC IGi
豈止	eId XHR
豌豆	hcg GzC
豎琴	ZKh f1Y
豐富	BBM AyO
豐潤	BBM cVi
豐碩	BBM ZuT
豐腴	BBM lKg
豪宅	jkQ LrT
豪爽	jkQ VpR
豪邁	jkQ DRC
豬排	JJQ CQA
豬肉	JJQ cBD
負責	CyN StT
負面	CyN DgG
財力	PTQ IwT
財務	PTQ DKO
財團	PTQ Gcg
財富	PTQ AyO
財帛	PTQ CrD
財政	PTQ XuS
財物	PTQ DXP
財神	PTQ bVQ
貧困	CVI eai
貧窮	CVI fBM
貧血	CVI ifj
貨品	ili B1J
貨幣	ili CNG
貨架	ili dnS
貨機	ili dIc
貨櫃	ili fGq
貨款	ili ech
貨源	ili gZs
貨物	ili DXP
貨站	ili J6S
貨船	ili bgg
貨色	ili VwT
貨運	ili kXu
販毒	AZO GCD
販運	AZO kXu
貪婪	F2Q I2Q
貪官	F2Q dcg
貯存	JJR Pag
貴族	dIu PAD
貶值	A4J LHS
買家	DPB dnQ
買賣	DPB DPC
貸款	FTS ech
貼心	F5T Q1Q
貼現	F5T jfS
貼身	F5T aVQ
貿然	DzC cgQ
資本	NGQ AaB
資歷	NGQ IvT
資源	NGQ gZs
資訊	NGQ QVS
資金	NGQ d1Y
賒帳	aoQ JpS
賞光	apR dqg
賞析	apR QvT
賞識	apR awT
賣力	DPC IwT
賣家	DPC dnQ
賣座	DPC Pli
賣弄	DPC IAC
賣點	DPC E5R
賤賣	PgS DPC
賦閒	AKO deQ
賭場	ELB LpQ
賭徒	ELB GLA
賭注	ELB XKi
賴以	IOS lHR
購物	dzC DXP
購置	dzC JHS
購買	dzC DPB
賽跑	QTS BjB
賽馬	QTS DnB
贏得	luQ ExT
赤字	YuT PHS
赤腳	YuT dpf
赤裸	YuT Ilh
赤道	YuT GkR
赫然	irT cgQ
起來	eHd ITQ
起初	eHd TJQ
起勁	eHd duW
起因	eHd hVU
起床	eHd UpQ
起步	eHd CLC
起源	eHd gZs
起火	eHd ilh
起碼	eHd DnB
起程	eHd LuQ
起義	eHd gFa
起落	eHd IqT
起訴	eHd QLC
起身	eHd aVQ
起點	eHd E5R
超人	KiQ cVQ
超值	KiQ LHS
超前	KiQ PfQ
超支	KiQ XFQ
超時	KiQ ZHQ
超級	KiQ d1b
超額	KiQ grT
趨勢	OKg aNS
跌宕	GfT GqS
跌落	GfT IqT
跑步	BjB CLC
跑馬	BjB DnB
跟前	dbQ PfQ
跟進	dbQ NVS
跟隨	dbQ RFg
路人	ILC cVQ
路子	ILC NHR
路徑	ILC dvS
路燈	ILC ExQ
路程	ILC LuQ
路線	ILC QgS
路軌	ILC dGp
路面	ILC DgG
跳動	GhQ GAB
跳板	GhQ AdB
跳繩	GhQ bwQ
跳舞	GhQ DKN
跳蚤	GhQ NkR
跳躍	GhQ lpT
踱步	GqT CLC
蹤影	NDA hsZ
躍升	lpT awQ
身份	aVQ AVI
身價	aVQ dnS
身子	aVQ NHR
身孕	aVQ lwS
身形	aVQ jvQ
身影	aVQ hsZ
身心	aVQ Q1Q
身材	aVQ PTQ
身段	aVQ Gci
身軀	aVQ eKs
身邊	aVQ AfA
身體	aVQ FMR
軀幹	eKs dcS
軀體	eKs FMR
軌跡	dGp NuT
軌道	dGp GkR
軍人	dXs cVQ
軍團	dXs Gcg
軍官	dXs dcg
軍民	dXs DVE
軍營	dXs lug
軍艦	dXs j7R
軍閥	dXs CZP
軍隊	dXs GSi
軟骨	cgh daj
軸心	LBD Q1Q
輔佐	CKN NlS
輔助	CKN UJS
輔導	CKN GkS
輔幣	CKN CNG
輝映	iIs hsa
輝煌	iIs jqg
輪廓	IVg eqj
輪流	IVg IyA
輪班	IVg AdA
輪胎	IVg FTQ
輪船	IVg bgg
辛勤	QVQ fYc
辛酸	QVQ Qcg
辦學	CeC jED
辦法	CeC A9P
辦理	CeC IHR
辭職	RHQ XwT
辭藻	RHQ NkR
辮子	CfB NHR
辯證	CgJ XwS
辯護	CgJ jLC
辯駁	CgJ AED
農具	HCA fKu
農地	HCA GGS
農場	HCA LpQ
農曆	HCA IvT
農村	HCA Oag
農業	HCA g8f
農民	HCA DVE
農田	HCA GfQ
農莊	HCA SpQ
農藥	HCA lpT
迂腐	hKs CKN
迂迴	hKs jSg
迄今	iYf d1Y
迅速	QVS QAD
返回	AZN jSg
返潮	AZN LiQ
迥然	jvh cgQ
迫害	ArD jOS
迷亂	DMA Ici
迷人	DMA cVQ
迷信	DMA QVS
迷宮	DMA dBM
迷惘	DMA DpN
迷戀	DMA Igi
迷糊	DMA jLA
迷茫	DMA DqA
迷路	DMA ILC
迸發	AtC AZP
追尋	JGg R1Q
追憶	JGg hwf
追捕	JGg CLC
追捧	JGg BDN
追擊	JGg dvT
追求	JGg fyM
追究	JGg dyO
追蹤	JGg NDA
追逐	JGg LBD
追隨	JGg RFg
退休	FSi iyM
退化	FSi ini
退回	FSi jSg
退學	FSi jED
退席	FSi RuT
退役	FSi luj
退款	FSi ech
退熱	FSi cgT
退縮	FSi VBD
退讓	FSi cpS
送別	QAC CgL
逃亡	GkQ DpM
逃命	GkQ DsK
逃犯	GkQ C9N
逃跑	GkQ BjB
逃避	GkQ CFG
逆境	gsb dsZ
逍遙	QiQ liQ
透鏡	FzC dsa
透露	FzC ILC
逐年	LBD HfQ
逐步	LBD CLC
途人	GLA cVQ
途徑	GLA dvS
這個	XoR dlS
這裏	XoR IHR
這麼	XoR DlB
通俗	FAA RDD
通訊/通信	FAA QVS
通報	FAA AkC
通宵	FAA QiQ
通常	FAA ZpQ
通暢	FAA KpS
通曉	FAA ihR
通用	FAA lDC
通知	FAA JFQ
通紅	FAA jAA
通緝	FAA O1T
通脹	FAA JpS
通話	FAA jRi
通貨	FAA ili
通透	FAA FzC
通道	FAA GkR
通關	FAA ddg
通電	FAA GfS
連串	IgQ ddi
連同	IgQ GAA
連夜	IgQ loS
連帶	IgQ EOS
連忙	IgQ DqA
連接	IgQ N4T
連環	IgQ jdg
連結	IgQ dfT
連續	IgQ RDD
連袂	IgQ DNG
連襟	IgQ d1Y
連鎖	IgQ Qlh
進來	NVS ITQ
進入	NVS c1T
進化	NVS ini
進口	NVS ezB
進展	NVS JgR
進步	NVS CLC
進發	NVS AZP
進程	NVS LuQ
進而	NVS cHQ
進貢	NVS dAC
進軍	NVS dXs
進駐	NVS JKi
逾期	lKg fHc
遊人	lyA cVQ
遊學	lyA jED
遊客	lyA erT
遊歷	lyA IvT
遊玩	lyA gci
遊艇	lyA GvR
遊記	lyA dHe
遊輪	lyA IVg
運動	kXu GAB
運河	kXu jlQ
運營	kXu lug
運用	kXu lDC
運算	kXu Qch
運籌	kXu LyA
運送	kXu QAC
遍及	AfC f1b
遍地	AfC GGS
遏制	hcT XNS
遏抑	hcT hwb
遏止	hcT XHR
遐想	jnQ QpR
遐邇	jnQ cFR
道具	GkR fKu
道士	GkR UHR
道家	GkR dnQ
道德	GkR ExT
道理	GkR IHR
道義	GkR gFa
道袍	GkR CkA
道謝	GkR RoS
道路	GkR ILC
違例	kIs INS
違法	kIs A9P
違規	kIs dFk
遜色	Qai VwT
遨遊	gkQ lyA
遭受	NkQ ZyB
遭遇	NkQ gKu
遮掩	XoQ h4Z
遮擋	XoQ EqS
遮蔽	XoQ ANG
遲到	LGQ EkS
遲早	LGQ NkR
遲緩	LGQ jch
遲鈍	LGQ Gai
遵循	NVg RVg
遷就	OgQ PyC
遷徙	OgQ QFR
遷移	OgQ lFQ
遼闊	IhQ ecj
避免	CFG DgJ
避忌	CFG fHe
避暑	CFG aJR
邁進	DRC NVS
邂逅	jPS jzC
邊境	AfA dsZ
邊界	AfA dQS
邊疆	AfA dpc
邊緣	AfA lgg
邊陲	AfA ZFg
邊際	AfA NNS
邏輯	IlS P1T
郊外	djQ gOi
郊遊	djQ lyA
郵件	kyM fgZ
郵包	kyM AjA
郵品	kyM B1J
郵局	kyM fDP
郵政	kyM XuS
郵箱	kyM QpQ
郵輪	kyM IVg
都市	ELA ZHR
鄉村	ipc Oag
鄉音	ipc h1Y
鄰舍	IVQ aoR
酌情	XpT PuQ
配件	BSC fgZ
配備	BSC CGK
配售	BSC ZyC
配對	BSC ESi
配給	BSC d1b
配置	BSC JHS
配藥	BSC lpT
配製	BSC XNS
配角	BSC dED
配音	BSC h1Y
配額	BSC grT
配飾	BSC awT
酒家	NyB dnQ
酒店	NyB E5S
酒杯	NyB ASA
酒樓	NyB IzA
酒精	NyB NuQ
酒館	NyB dci
酥脆	QLA ONi
酬金	ZyA d1Y
酷刑	eCD jvQ
酷愛	eCD hTS
酷暑	eCD aJR
酷熱	eCD cgT
酸性	Qcg QuS
酸痛	Qcg FAC
醉人	NGi cVQ
醉心	NGi Q1Q
醜陋	YyB IzC
醫學	hHc jED
醫師	hHc VGQ
醫療	hHc IiS
醫藥	hHc lpT
醫護	hHc jLC
釀酒	MpS NyB
釋然	auT cgQ
里程	IHR LuQ
金剛	d1Y dqQ
金子	d1Y NHR
金礦	d1Y drh
金箔	d1Y CqD
金色	d1Y VwT
金融	d1Y lBA
金額	d1Y grT
金飾	d1Y awT
金黃	d1Y jqg
釣魚	EhS gJc
鈴聲	IvQ auQ
鉛筆	lgg AVL
銀元	gVY gZs
銀幕	gVY DqD
銀杏	gVY jrR
銀河	gVY jlQ
銀色	gVY VwT
銅像	GAA RpR
銅器	GAA eGa
銘文	DvA DXM
銷售	QiQ ZyC
鋸齒	dJe YHR
鋼琴	dqQ f1Y
鋼筋	dqQ dYc
鋼鐵	dqQ FfT
錦囊	d1Z HqQ
錦鯉	d1Z IHR
鍋巴	dlg AnA
鍛鍊	Eci IfS
鍾情	XDA PuQ
鍾愛	XDA hTS
鏗鏘	etQ OpQ
鏡子	dsa NHR
鏡片	dsa BfC
鏡頭	dsa GzA
鐘樓	XDA IzA
鐘頭	XDA GzA
鐵板	FfT AdB
鐵欄	FfT IcQ
鐵路	FfT ILC
鑰匙	lpT ZFQ
門口	DaA ezB
門市	DaA ZHR
門徒	DaA GLA
門框	DaA eps
門楣	DaA DGI
門檻	DaA j7R
門第	DaA GMS
門路	DaA ILC
門鈴	DaA IvQ
開口	eTQ ezB
開場	eTQ LpQ
開墾	eTQ ebR
開始	eTQ aHR
開展	eTQ JgR
開幕	eTQ DqD
開庭	eTQ GvQ
開心	eTQ Q1Q
開懷	eTQ jQg
開採	eTQ OTR
開支	eTQ XFQ
開朗	eTQ IqR
開業	eTQ g8f
開水	eTQ aGh
開演	eTQ lgR
開發	eTQ AZP
開盤	eTQ CcA
開竅	eTQ ehS
開端	eTQ Ecg
開腔	eTQ eEA
開花	eTQ ing
開設	eTQ agT
開賽	eTQ QTS
開辦	eTQ CeC
開通	eTQ FAA
開銷	eTQ QiQ
開鑼	eTQ IlQ
開門	eTQ DaA
開闊	eTQ ecj
開關	eTQ ddg
開闢	eTQ CuH
開頭	eTQ GzA
閒暇	deQ jnS
閒談	deQ G3Q
間或	deS jxj
間接	deS N4T
間歇	deS iZf
間諜	deS G5T
間隔	deS dtT
閣樓	dqT IzA
閱歷	lgj IvT
閱覽	lgj I3R
閱讀	lgj GAD
闊別	ecj CgL
闊綽	ecj YpT
關乎	ddg jLA
關係	ddg dMS
關子	ddg NHR
關心	ddg Q1Q
關愛	ddg hTS
關懷	ddg jQg
關注	ddg XKi
關稅	ddg aNi
關節	ddg NfT
關連	ddg IgQ
關門	ddg DaA
闡明	YgR DsI
闡述	YgR bVj
闡釋	YgR auT
阻力	SJR IwT
阻礙	SJR gTS
阻隔	SJR dtT
阿姨	hlQ lGQ
附件	CKO fgZ
附加	CKO dnQ
附設	CKO agT
陋習	IzC R1T
陌生	DrD VsQ
陌路	DrD ILC
限價	jeR dnS
限制	jeR XNS
限期	jeR fHc
陡峭	EzB OiS
陣地	LVS GGS
陣容	LVS lDA
陪同	CSA GAA
陪葬	CSA NqS
陪襯	CSA TWS
陰影	h1Y hsZ
陰性	h1Y QuS
陰曆	h1Y IvT
陰沉	h1Y L1Q
陰謀	h1Y DyM
陰陽	h1Y lpQ
陰險	h1Y i4Z
陵園	IwQ kZs
陵墓	IwQ DLC
陷入	j6S c1T
陷阱	j6S PuR
陸地	IBD GGS
陸續	IBD RDD
陸路	IBD ILC
陸軍	IBD dXs
陽傘	lpQ QcR
陽光	lpQ dqg
陽剛	lpQ dqQ
陽性	lpQ QuS
陽曆	lpQ IvT
陽臺	lpQ GTQ
隊伍	GSi gLB
隊友	GSi kyN
階層	dQQ PxQ
階梯	dQQ FMQ
階段	dQQ Gci
階級	dQQ d1b
隔壁	dtT AvD
隔夜	dtT loS
隔音	dtT h1Y
隧道	RGi GkR
隨即	RFg NwT
隨意	RFg hHe
隨時	RFg ZHQ
隨身	RFg aVQ
險峻	i4Z QVi
隸書	IMS aJQ
雀斑	NpT AdA
雀躍	NpT lpT
雄偉	kBM kIt
雄健	kBM fZe
雄心	kBM Q1Q
雄性	kBM QuS
雄踞	kBM dJe
雅致	gnR JGS
集中	P1T JBA
集團	P1T Gcg
集市	P1T ZHR
集結	P1T dfT
集訓	P1T iXu
集資	P1T NGQ
集體	P1T FMR
雋永	Pgh ksp
雌性	OFQ QuS
雕像	EhQ RpR
雕刻	EhQ exT
雕塑	EhQ QLC
雕琢	EhQ JED
雕飾	EhQ awT
雖然	QGg cgQ
雙向	VEA ipe
雙贏	VEA luQ
雙邊	VEA AfA
雛形	UKg jvQ
雜亂	P2T Ici
雜務	P2T DKO
雜技	P2T fFZ
雜物	P2T DXP
雜誌	P2T XHS
雜貨	P2T ili
雞肉	dMQ cBD
雞肋	dMQ IxT
雪梨	Qgj IGQ
雪白	Qgj CrD
雪花	Qgj ing
雲層	kXs PxQ
雲梯	kXs FMQ
雲集	kXs P1T
雷同	ISg GAA
電訊/電信	GfS QVS
電力	GfS IwT
電動	GfS GAB
電器	GfS eGa
電報	GfS AkC
電壓	GfS h7T
電子	GfS NHR
電影	GfS hsZ
電梯	GfS FMQ
電池	GfS LFQ
電波	GfS AlA
電流	GfS IyA
電源	GfS gZs
電燈	GfS ExQ
電網	GfS DpN
電線	GfS QgS
電纜	GfS I3S
電臺	GfS GTQ
電話	GfS jRi
電路	GfS ILC
電鈴	GfS IvQ
電阻	GfS SJR
需求	QKg fyM
震動	XVS GAB
震懾	XVS X4T
震撼	XVS j2R
震驚	XVS dsY
霍亂	iqj Ici
霍然	iqj cgQ
霜花	VpQ ing
露天	ILC FfQ
露水	ILC aGh
露營	ILC lug
露臺	ILC GTQ
露骨	ILC daj
霸主	AnC XKh
靈位	IvQ kGq
靈光	IvQ dqg
靈性	IvQ QuS
靈感	IvQ d2R
靈敏	IvQ DVJ
靈機	IvQ dIc
靈芝	IvQ XHQ
靈驗	IvQ g4a
靜態	PuR FTS
靜止	PuR XHR
靜電	PuR GfS
非凡	AIM C9M
非常	AIM ZpQ
非法	AIM A9P
面值	DgG LHS
面具	DgG fKu
面前	DgG PfQ
面孔	DgG eAB
面目	DgG DBP
面紗	DgG VnQ
面罩	DgG JjS
面色	DgG VwT
面試	DgG aHS
面談	DgG G3Q
面貌	DgG DjC
面頰	DgG d5T
面額	DgG grT
靦腆	FfR FfR
革命	dtT DsK
革新	dtT QVQ
革職	dtT XwT
鞏固	dDN dLC
鞭子	AgE NHR
鞭炮	AgE BjC
韌帶	cVS EOS
韭菜	dyN OTS
音符	h1Y CKM
音節	h1Y NfT
音色	h1Y VwT
音階	h1Y dQQ
音韻	h1Y kXu
音響	h1Y ipd
韻味	kXu DIO
韻律	kXu IVj
響應	ipd hwe
響聲	ipd auQ
頂樓	EvR IzA
頂端	EvR Ecg
頂級	EvR d1b
頂點	EvR E5R
項目	jEB DBP
順利	bVi IGS
順勢	bVi aNS
順境	bVi dsZ
順序	bVi RJR
順應	bVi hwe
順手	bVi ayB
順暢	bVi KpS
順道	bVi GkR
預備	lJS CGK
預報	lJS AkC
預定	lJS GvS
預感	lJS d2R
預期	lJS fHc
預測	lJS TwT
預科	lJS elg
預算	lJS Qch
預習	lJS R1T
預言	lJS gZc
預計	lJS dMS
預謀	lJS DyM
預警	lJS dsZ
頑劣	gdg Igj
頑強	gdg fpc
頑疾	gdg PVT
頓時	Eai ZHQ
領域	IuR kwr
領導	IuR GkS
領帶	IuR EOS
領悟	IuR gLC
領略	IuR IpT
領航	IuR jqQ
領袖	IuR RyC
領軍	IuR dXs
領隊	IuR GSi
頭暈	GzA kXu
頭條	GzA GhQ
頭疼	GzA GCA
頭痛	GzA FAC
頭皮	GzA CFI
頭等	GzA ExR
頭緒	GzA RJR
頭腦	GzA HkR
頭銜	GzA j7Q
頭頂	GzA EvR
頭髮	GzA AZP
頻道	CVE GkR
顆粒	elh I1T
額外	grT gOi
額頭	grT GzA
顏色	gdQ VwT
願意	gZu hHe
類似	IGi RHR
類別	IGi CgL
類型	IGi jvQ
顧及	dLC f1b
顧問	dLC DXO
顧客	dLC erT
顧忌	dLC fHe
顧慮	dLC IJS
顫動	XgS GAB
顫抖	XgS EzB
顯得	ifR ExT
顯然	ifR cgQ
顯現	ifR jfS
顯眼	ifR geR
顯赫	ifR irT
顯露	ifR ILC
飛天	AIM FfQ
飛快	AIM eRi
飛揚	AIM lpQ
飛機	AIM dIc
飛翔	AIM RpQ
飛舞	AIM DKN
飛船	AIM bgg
飛躍	AIM lpT
飛鳥	AIM EhR
飢餓	dGY glS
飽受	AjB ZyB
飽學	AjB jED
飽滿	AjB DcB
飽覽	AjB I3R
飾品	awT B1J
飾演	awT lgR
飾物	awT DXP
餐具	OcQ fKu
餐巾	OcQ dVY
餐廳	OcQ FvQ
餐桌	OcQ JED
餐館	OcQ dci
餐點	OcQ E5R
餘光	lJQ dqg
餘地	lJQ GGS
餘韻	lJQ kXu
餘額	lJQ grT
餛飩	jag Gag
饅頭	DcA GzA
饋贈	fGq PxS
香味	ipc DIO
香檳	ipc AVE
香水	ipc aGh
香火	ipc ilh
香爐	ipc ILA
香片	ipc BfC
香甜	ipc G5Q
香草	ipc OkR
香蕉	ipc NiQ
香醇	ipc ZVg
馬匹	DnB BVH
馬術	DnB bVj
馬路	DnB ILC
馳名	LFQ DuE
馳騁	LFQ KuR
馴服	RVg CBP
駁回	AED jSg
駁斥	AED YuT
駐軍	JKi dXs
駕馭	dnS gJe
駕駛	dnS VHR
駭客	jQR erT
駱駝	IqT GlQ
駿馬	NVi DnB
騰飛	GxQ AIM
騷亂	QkQ Ici
騷動	QkQ GAB
騷擾	QkQ ciR
驀地	DrD GGS
驀然	DrD cgQ
驕人	diY cVQ
驕傲	diY gkS
驗證	g4a XwS
驚人	dsY cVQ
驚呼	dsY iLA
驚喜	dsY iHd
驚惶	dsY jqg
驚愕	dsY gqT
驚異	dsY lHS
驚訝	dsY gnS
驚險	dsY i4Z
驟然	UyC cgQ
骨幹	daj dcS
骨架	daj dnS
骨灰	daj iSg
骨碌	daj IAD
骨科	daj elg
骨頭	daj GzA
骨骼	daj drT
骨髓	daj QFh
骸骨	jQQ daj
體制	FMR XNS
體力	FMR IwT
體味	FMR DIO
體型/體形	FMR jvQ
體察	FMR TeT
體弱	FMR cpT
體恤	FMR QVj
體態	FMR FTS
體液	FMR luT
體溫	FMR hag
體現	FMR jfS
體系	FMR jMS
體育	FMR lBD
體驗	FMR g4a
髮型	AZP jvQ
髮式	AZP awT
鬥爭	EzC StQ
鬥牛	EzC gyM
鬱結	hXv dfT
鬼子	dIt NHR
鬼怪	dIt dQi
鬼魅	dIt DGK
魅力	DGK IwT
魅惑	DGK jxj
魔力	DlA IwT
魔幻	DlA jei
魔法	DlA A9P
魔術	DlA bVj
魚缸	gJc jEA
魚翅	gJc aFS
魚餌	gJc cHS
魚鱗	gJc IVQ
鮑魚	CjB gJc
鯉魚	IHR gJc
鯊魚	VnQ gJc
鳥瞰	EhR e3S
鳳梨	CBO IGQ
鴉片	hnQ BfC
鴛鴦	hZs hpc
鴿子	d2T NHR
鵝肝	glQ dcQ
鸚鵡	htQ DKN
鹹魚	j6Q gJc
鹿茸	IAD cDA
麒麟	fHc IVQ
麵包	DfC AjA
麵粉	DfC AXN
麻煩	DnA CZM
麻疹	DnA XVR
麻醉	DnA NGi
黃昏	jqg iag
黃色	jqg VwT
黃豆	jqg GzC
黃金	jqg d1Y
黎明	IMQ DsI
黎民	IMQ DVE
黏液	M4Q luT
黑人	ixT cVQ
黑夜	ixT loS
黑暗	ixT h2S
黑板	ixT AdB
黑白	ixT CrD
黑馬	ixT DnB
默哀	DxD hTQ
默寫	DxD QoR
默書	DxD aJQ
默然	DxD cgQ
默許	DxD iJd
默默	DxD DxD
黝黑	h0V ixT
點心	E5R Q1Q
點擊	E5R dvT
點滴	E5R EvT
點燃	E5R cgQ
點球	E5R fyM
點頭	E5R GzA
黨員	EqR kXs
黨魁	EqR eSg
黯然	h6R cgQ
鼎力	EvR IwT
鼻子	CGG NHR
鼻孔	CGG eAB
龍井	IDA NuR
龍舟	IDA XyA
龍蝦	IDA jnQ
龍門	IDA DaA
龍頭	IDA GzA
龍鳳	IDA CBO
一下子	hVX jnR NHR
一口氣	hVX ezB eIe
一塊兒	hVX eSi cFQ
一會兒	hVX jOi cFQ
一條龍	hVX GhQ IDA
一輩子	hVX ASC NHR
一點兒	hVX E5R cFQ
三角形	Q3Q dED jvQ
中學生	JBA jED VsQ
主人公	XKh cVQ dAA
主持人	XKh LHQ cVQ
二流子	cGS IyA NHR
亞熱帶	hnS cgT EOS
交易所	djQ luT VJR
交易額	djQ luT grT
人情味	cVQ PuQ DIO
人民幣	cVQ DVE CNG
代理人	GTS IHR cVQ
代言人	GTS gZc cVQ
佼佼者	djR djR XoR
保證金	AkB XwS d1Y
保齡球	AkB IvQ fyM
信用證	QVS lDC XwS
停機坪	GvQ dIc CsI
傳教士	Lgg djS UHR
元宵節	gZs QiQ NfT
免疫力	DgJ luj IwT
全方位	Pgg ApM kGq
全日制	Pgg cVT XNS
全球化	Pgg fyM ini
八哥兒	AeD dlQ cFQ
公務員	dAA DKO kXs
公式化	dAA awT ini
公有制	dAA kyN XNS
公益金	dAA huX d1Y
公證人	dAA XwS cVQ
公開信	dAA eTQ QVS
公開賽	dAA eTQ QTS
北極熊	AxD fwf kBM
十字架	Z1T PHS dnS
半導體	AcC GkS FMR
協奏曲	j5T NzC eDP
博物館	AqD DXP dci
印表機	hVW AiJ dIc
口風琴	ezB ABM f1Y
口香糖	ezB ipc GqQ
叫化子	dhS ini NHR
吉祥物	dVX RpQ DXP
同性戀	GAA QuS Igi
呼吸道	iLA i1b GkR
哲學家	JgT jED dnQ
售貨員	ZyC ili kXs
國務卿	dxj DKO esY
國際化	dxj NNS ini
圓舞曲	kgo DKN eDP
圖書館	GLA aJQ dci
地鐵站	GGS FfT J6S
基本功	dHc AaB dAA
基本法	dHc AaB A9P
基督教	dHc ECD djS
壓歲錢	h7T QNi PgQ
外國人	gOi dxj cVQ
外星人	gOi QvQ cVQ
外祖母	gOi NLB DzB
多元化	ElQ gZs ini
多媒體	ElQ DSA FMR
天主教	FfQ XKh djS
天花板	FfQ ing AdB
太極拳	FOS fwf fgo
太空人	FOS eAA cVQ
太陽系	FOS lpQ jMS
奏鳴曲	NzC DsI eDP
字帖兒	PHS F5T cFQ
宇航員	kKt jqQ kXs
安全帶	hcQ Pgg EOS
安全感	hcQ Pgg d2R
安息日	hcQ QwT cVT
安眠藥	hcQ DfA lpT
家常菜	dnQ ZpQ OTS
寫字樓	QoR PHS IzA
專利權	Xgg IGS fgo
對講機	ESi dEB dIc
小孩兒	QiR jTQ cFQ
小學生	QiR jED VsQ
小朋友	QiR CxA kyN
展覽館	JgR I3R dci
工商業	dAA apQ g8f
工業化	dAA g8f ini
工程師	dAA LuQ VGQ
年頭兒	HfQ GzA cFQ
幻燈片	jei ExQ BfC
幼稚園	h0W LGS kZs
建築師	dZe JBD VGQ
建築物	dZe JBD DXP
影印機	hsZ hVW dIc
律政司	IVj XuS QHQ
微生物	DIM VsQ DXP
心理學	Q1Q IHR jED
必需品	AVH QKg B1J
悄悄話	OiR OiR jRi
情人節	PuQ cVQ NfT
想像力	QpR RpR IwT
慢悠悠	DdC lyA lyA
懶洋洋	IcR lpQ lpQ
成員國	ZuQ kXs dxj
成年人	ZuQ HfQ cVQ
戒毒所	dQS GCD VJR
所有制	VJR kyN XNS
手工藝	ayB dAA gNW
批發價	BMA AZP dnS
技術員	fFZ bVj kXs
抗藥性	eqS lpT QuS
拖拉機	FlS I2T dIc
指揮家	XGR iIs dnQ
揚聲器	lpQ auQ eGa
擴音器	jqi h1Y eGa
擺架子	APB dnS NHR
文縐縐	DXM SyC SyC
斑馬線	AdA DnB QgS
日光浴	cVT dqg lDD
日光燈	cVT dqg ExQ
普通法	BLB FAA A9P
普通話	BLB FAA jRi
服務員	CBP DKO kXs
根據地	dbQ dJe GGS
機器人	dIc eGa cVQ
機械化	dIc jQS ini
檢察官	d4Z TeT dcg
檸檬茶	MrR DAA LnQ
櫃員機	fGq kXs dIc
歌唱家	dlQ YpS dnQ
止痛藥	XHR FAC lpT
歷史性	IvT VHR QuS
殖民地	ZwT DVE GGS
殯儀館	AVG gFY dci
水龍頭	aGh IDA GzA
海岸線	iTR gcS QgS
混日子	jah cVT NHR
清明節	OuQ DsI NfT
灰蒙蒙	iSg DAA DAA
烏龍茶	hLA IDA LnQ
無名指	DKM DuE XGR
無所謂	DKM VJR kIu
無線電	DKM QgS GfS
無花果	DKM ing dlh
牙周病	gnQ XyA CsK
獨木舟	GAD DAD XyA
獨角獸	GAD dED ayC
現代化	jfS GTS ini
甲骨文	d7T daj DXM
男子漢	H2Q NHR icS
男孩兒	H2Q jTQ cFQ
病原體	CsK gZs FMR
發動機	AZP GAB dIc
發展商	AZP JgR apQ
發源地	AZP gZs GGS
發牢騷	AZP IkQ QkQ
